date,ml_prob,agent_score,final_score,status,actual,top_signals,explanation
2019-09-01,0.636,0.249,0.481,alert,1,"IIP contracting: -4.6%; 3-month avg negative: -0.37; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","2019-09: elevated recession risk (P=48.1%). IIP contracting: -4.6% 3-month avg negative: -0.37 Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [MPC Statement 2018-08] Preliminary data on India s balance of payments (BoP) for the first quarter (Q1),i.e.,April-June 2018-19, are presented inStatements I (BPM6 format)an..."
2019-10-01,0.336,0.33,0.334,alert,1,Inflation accelerating +1.47% (3m); IIP collapsed: -6.6%; 3-month avg negative: -4.20,Inflation accelerating +1.47% (3m); IIP collapsed: -6.6%; 3-month avg negative: -4.20
2019-11-01,0.182,0.241,0.206,alert,1,"Inflation accelerating +1.47% (3m); 3-month avg negative: -3.03; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Inflation accelerating +1.47% (3m); 3-month avg negative: -3.03; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2019-12-01,0.087,0.241,0.149,alert,0,"Inflation accelerating +1.47% (3m); 3-month avg negative: -1.37; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","Inflation accelerating +1.47% (3m); 3-month avg negative: -1.37; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2020-01-01,0.032,0.264,0.125,alert,0,"CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2020-02-01,0.126,0.264,0.181,alert,0,"CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2020-03-01,0.73,0.612,0.683,alert,1,CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m); IIP collapsed: -18.7%,CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m); IIP collapsed: -18.7%
2020-04-01,0.621,0.652,0.633,alert,1,CPI 7.2% above RBI's target band; IIP collapsed: -57.3%; 3-month avg negative: -23.60,CPI 7.2% above RBI's target band; IIP collapsed: -57.3%; 3-month avg negative: -23.60
2020-05-01,0.816,0.55,0.709,alert,1,CPI 7.2% above RBI's target band; IIP collapsed: -33.4%; 3-month avg negative: -36.47,"2020-05: elevated recession risk (P=70.9%). CPI 7.2% above RBI's target band IIP collapsed: -33.4% 3-month avg negative: -36.47 Repo rate at historic low: 4.40% Related policy commentary: [Budget Speech 2017-02] retreat from globalisation of goods, services and people, as pressures for protectionism are building up. These developments have the potential to aff... | [Budget Speech 2018-02] our Government took over in May, 2014. India achieved an average growth of 7.5% in first three years of our Government. Indian economy is now 2.5 tril..."
2020-06-01,0.837,0.499,0.702,alert,1,CPI 7.2% above RBI's target band; IIP collapsed: -16.6%; 3-month avg negative: -35.77,CPI 7.2% above RBI's target band; IIP collapsed: -16.6%; 3-month avg negative: -35.77
2020-07-01,0.63,0.431,0.55,alert,1,CPI 6.9% above RBI's target band; IIP collapsed: -10.5%; 3-month avg negative: -20.17,CPI 6.9% above RBI's target band; IIP collapsed: -10.5%; 3-month avg negative: -20.17
2020-08-01,0.11,0.431,0.238,alert,1,CPI 6.9% above RBI's target band; IIP collapsed: -7.1%; 3-month avg negative: -11.40,CPI 6.9% above RBI's target band; IIP collapsed: -7.1%; 3-month avg negative: -11.40
2020-09-01,0.035,0.341,0.157,alert,1,CPI 6.9% above RBI's target band; 3-month avg negative: -5.53; Repo rate at historic low: 4.00%,CPI 6.9% above RBI's target band; 3-month avg negative: -5.53; Repo rate at historic low: 4.00%
2020-10-01,0.045,0.34,0.163,alert,1,CPI 7.6% above RBI's target band; 3-month avg negative: -0.53; Repo rate at historic low: 4.00%,CPI 7.6% above RBI's target band; 3-month avg negative: -0.53; Repo rate at historic low: 4.00%
2020-11-01,0.034,0.358,0.163,alert,0,CPI 7.6% above RBI's target band; IIP contracting: -1.6%; Repo rate at historic low: 4.00%,CPI 7.6% above RBI's target band; IIP contracting: -1.6%; Repo rate at historic low: 4.00%
2020-12-01,0.062,0.3,0.157,alert,0,CPI 7.6% above RBI's target band; Repo rate at historic low: 4.00%; MPC tone negative: sentiment=-0.359,CPI 7.6% above RBI's target band; Repo rate at historic low: 4.00%; MPC tone negative: sentiment=-0.359
2021-01-01,0.113,0.367,0.215,alert,0,IIP contracting: -0.6%; Repo rate at historic low: 4.00%; MPC tone negative: sentiment=-0.359,IIP contracting: -0.6%; Repo rate at historic low: 4.00%; MPC tone negative: sentiment=-0.359
2021-02-01,0.105,0.351,0.203,alert,0,IIP contracting: -3.2%; 3-month avg negative: -0.53; Repo rate at historic low: 4.00%,IIP contracting: -3.2%; 3-month avg negative: -0.53; Repo rate at historic low: 4.00%
2021-03-01,0.03,0.194,0.096,alert,0,"Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-04-01,0.007,0.194,0.082,alert,0,"Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-05-01,0.019,0.194,0.089,alert,0,"Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-06-01,0.009,0.194,0.083,alert,0,"Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-07-01,0.016,0.239,0.105,alert,0,"Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-08-01,0.02,0.239,0.108,alert,0,"Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-09-01,0.025,0.239,0.11,alert,0,"Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Inflation accelerating +1.30% (3m); Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-10-01,0.133,0.194,0.157,alert,0,"Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-11-01,0.087,0.194,0.13,alert,0,"Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2021-12-01,0.094,0.194,0.134,alert,0,"Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Repo rate at historic low: 4.00%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2022-01-01,0.078,0.299,0.167,alert,0,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%
2022-02-01,0.833,0.367,0.647,alert,0,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%
2022-03-01,0.95,0.297,0.689,alert,0,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%,CPI 6.0% above RBI's target band; Inflation accelerating +1.53% (3m); Repo rate at historic low: 4.00%
2022-04-01,0.179,0.298,0.227,alert,0,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.00%,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.00%
2022-05-01,0.059,0.299,0.155,alert,0,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.00%,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.00%
2022-06-01,0.085,0.299,0.17,alert,0,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.40%,CPI 7.8% above RBI's target band; Inflation accelerating +1.78% (3m); Repo rate at historic low: 4.40%
2022-07-01,0.444,0.22,0.354,alert,0,"CPI 6.7% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.7% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2022-08-01,0.075,0.22,0.133,alert,0,"CPI 6.7% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.7% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2022-09-01,0.949,0.22,0.658,alert,0,"CPI 6.7% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.7% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2022-10-01,0.044,0.22,0.114,alert,0,"CPI 6.8% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.8% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2022-11-01,0.079,0.22,0.136,alert,0,"CPI 6.8% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.8% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2022-12-01,0.046,0.22,0.116,alert,0,"CPI 6.8% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.8% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2023-01-01,0.042,0.22,0.113,alert,0,"CPI 6.5% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.5% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2023-02-01,0.904,0.22,0.63,alert,0,"CPI 6.5% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.5% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2023-03-01,0.086,0.22,0.14,alert,0,"CPI 6.5% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","CPI 6.5% above RBI's target band; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2023-04-01,0.081,0.16,0.113,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2023-05-01,0.313,0.16,0.252,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2023-06-01,0.02,0.16,0.076,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)"
2023-07-01,0.008,0.264,0.11,alert,0,"CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2023-08-01,0.008,0.316,0.131,alert,0,CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); MPC tone negative: sentiment=-0.540,CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); MPC tone negative: sentiment=-0.540
2023-09-01,0.007,0.316,0.13,alert,0,CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); MPC tone negative: sentiment=-0.540,CPI 7.4% above RBI's target band; Inflation accelerating +2.74% (3m); MPC tone negative: sentiment=-0.540
2023-10-01,0.01,0.21,0.09,alert,0,"MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)"
2023-11-01,0.019,0.21,0.095,alert,0,"MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.99)","MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=0.99, Mahalanobis pct=0.99)"
2023-12-01,0.013,0.207,0.091,alert,0,"MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.99)","MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.99)"
2024-01-01,0.02,0.207,0.095,alert,0,"MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.98)","MPC tone negative: sentiment=-0.540; Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.98)"
2024-02-01,0.026,0.207,0.098,alert,0,"MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.97)","MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.97)"
2024-03-01,0.044,0.205,0.108,alert,0,"MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.97)","MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.97)"
2024-04-01,0.044,0.207,0.109,alert,0,"MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.97)","MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.97)"
2024-05-01,0.018,0.209,0.095,alert,0,"MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)"
2024-06-01,0.012,0.205,0.089,alert,0,"MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.98)","MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.98)"
2024-07-01,0.027,0.206,0.099,alert,0,"MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.97)","MPC tone negative: sentiment=-0.240; Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.97)"
2024-08-01,0.046,0.158,0.091,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.97)","Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.97)"
2024-09-01,0.083,0.155,0.112,alert,0,"Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.97)","Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.97)"
2024-10-01,0.068,0.258,0.144,alert,0,"CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.96)","CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.96)"
2024-11-01,0.042,0.258,0.129,alert,0,"CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.96)","CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m); Feature pattern far outside normal range (AE pct=0.95, Mahalanobis pct=0.96)"
2024-12-01,0.959,0.259,0.679,alert,0,"CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m); Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.96)","CPI 6.2% above RBI's target band; Inflation accelerating +2.67% (3m); Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.96)"
2025-01-01,0.943,0.155,0.628,alert,0,"Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.98)","Feature pattern far outside normal range (AE pct=0.96, Mahalanobis pct=0.98)"
2025-02-01,0.859,0.156,0.578,alert,0,"Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.98)","2025-02: elevated recession risk (P=57.8%). Feature pattern far outside normal range (AE pct=0.97, Mahalanobis pct=0.98) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-03-01,0.285,0.157,0.234,alert,0,"Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.98)","2025-03: elevated recession risk (P=23.4%). Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.98) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-04-01,0.226,0.157,0.198,alert,0,"Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.98)","2025-04: elevated recession risk (P=19.8%). Feature pattern far outside normal range (AE pct=0.98, Mahalanobis pct=0.98) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-05-01,0.073,0.159,0.107,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","2025-05: elevated recession risk (P=10.7%). Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-06-01,0.022,0.159,0.077,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","2025-06: elevated recession risk (P=7.7%). Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-07-01,0.023,0.16,0.078,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","2025-07: elevated recession risk (P=7.8%). Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-08-01,0.006,0.16,0.067,watch,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00)","2025-08: some warning signs present (P=6.7%). Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=1.00) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-09-01,0.004,0.159,0.066,watch,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","2025-09: some warning signs present (P=6.6%). Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ..."
2025-10-01,0.025,0.189,0.09,alert,0,"Deflation risk: CPI at 0.4%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99)","2025-10: elevated recession risk (P=9.0%). Deflation risk: CPI at 0.4% Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.99) Related policy commentary: [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ... | [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env..."
2025-11-01,0.028,0.188,0.092,alert,0,"Deflation risk: CPI at 1.2%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","2025-11: elevated recession risk (P=9.2%). Deflation risk: CPI at 1.2% Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98) Related policy commentary: [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ... | [Budget Speech 2017-02] retreat from globalisation of goods, services and people, as pressures for protectionism are building up. These developments have the potential to aff..."
2025-12-01,0.069,0.188,0.117,alert,0,"Deflation risk: CPI at 0.6%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","2025-12: elevated recession risk (P=11.7%). Deflation risk: CPI at 0.6% Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98) Related policy commentary: [Economic Survey 2026-01] has taken hold in the government. Fast forward five months, and India is now anticipating a full- year real growth rate of over 7%, with another year ... | [Budget Speech 2017-02] retreat from globalisation of goods, services and people, as pressures for protectionism are building up. These developments have the potential to aff..."
2026-01-01,0.075,0.188,0.12,alert,0,"Deflation risk: CPI at 1.4%; Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","2026-01: elevated recession risk (P=12.0%). Deflation risk: CPI at 1.4% Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98) Related policy commentary: [Budget Speech 2017-02] retreat from globalisation of goods, services and people, as pressures for protectionism are building up. These developments have the potential to aff... | [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env..."
2026-02-01,0.079,0.158,0.111,alert,0,"Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98)","2026-02: elevated recession risk (P=11.1%). Feature pattern far outside normal range (AE pct=1.00, Mahalanobis pct=0.98) Related policy commentary: [Economic Survey 2026-01] the immature mind settles for Preya. In other words, the country stands to gain immensely when all of us embrace delayed gratification. The global env... | [MPC Statement 2018-08] Preliminary data on India s balance of payments (BoP) for the first quarter (Q1),i.e.,April-June 2018-19, are presented inStatements I (BPM6 format)an..."
